ENSG	WT1	WT2	WT3	KO1	KO2	KO3	Symbol
ENSMUSG00000028458	561	353	429	193	369	306	Tesk1
ENSMUSG00000032739	2	4	3	2	1	1	Pram1
ENSMUSG00000039018	376	336	298	266	372	327	Mtg1
ENSMUSG00000028322	393	296	324	284	467	386	Exosc3
ENSMUSG00000060198	2	0	1	2	0	4	Gm11353
ENSMUSG00000107283	458	584	416	370	625	470	Mpv17
ENSMUSG00000032047	2205	2578	1947	2086	3046	2261	Acat1
ENSMUSG00000032046	2215	1725	1898	1198	1698	1483	Abhd12
ENSMUSG00000039013	20	17	9	4	3	7	Siglec5
ENSMUSG00000063235	267	191	219	176	253	219	Ptpmt1
ENSMUSG00000032735	960	792	540	392	540	389	Ablim3
ENSMUSG00000032042	4387	3378	3288	2737	4194	3498	Srpr
ENSMUSG00000032737	2444	1817	1792	790	1729	1366	Inppl1
ENSMUSG00000032040	191	190	189	168	253	272	Dcps
ENSMUSG00000065612	0	0	1	0	0	0	Mir151
ENSMUSG00000065610	0	0	0	1	0	0	Mir29a
ENSMUSG00000065611	24	24	20	30	17	11	Mir23a
ENSMUSG00000060224	95	83	74	69	83	55	Pyroxd2
ENSMUSG00000065617	1	1	0	0	0	0	Mir323
ENSMUSG00000062054	407	344	288	232	374	306	Iah1
ENSMUSG00000037750	503	367	387	230	396	374	Fam222b
ENSMUSG00000079942	0	3	1	1	1	1	Rpl28-ps3
ENSMUSG00000003363	4023	2545	3376	2548	3066	2638	Pld3
ENSMUSG00000054423	7	9	2	9	20	7	Cadps
ENSMUSG00000019998	1083	941	781	731	1171	769	Stx7
ENSMUSG00000014226	783	848	531	1255	2180	896	Cacybp
ENSMUSG00000046811	3	0	1	0	1	0	Gltpd2
ENSMUSG00000078681	430	385	361	283	402	386	Tm2d3
ENSMUSG00000001622	42	49	37	27	35	30	Csn3
ENSMUSG00000019992	80	67	70	46	102	73	Mtfr2
ENSMUSG00000027531	393	532	361	499	820	454	Impa1
ENSMUSG00000078685	1	0	0	0	0	0	Mup-ps4
ENSMUSG00000002728	1488	1135	1287	1191	1895	1710	Naa20
ENSMUSG00000037971	248	320	196	220	346	186	1110032A03Rik
ENSMUSG00000064693	0	1	2	0	0	0	Gm24150
ENSMUSG00000053838	2616	1933	1927	1377	2111	1831	Nudcd3
ENSMUSG00000053293	1979	1283	1514	936	1797	1546	Pom121
ENSMUSG00000059852	58	29	71	26	39	40	Kcng2
ENSMUSG00000053835	143	137	126	143	341	205	H2-T24
ENSMUSG00000053522	31615	21218	32702	30793	42446	38767	Lgals7
ENSMUSG00000053297	78	49	65	37	55	52	AI854703
ENSMUSG00000023707	472	306	332	281	347	325	Ogfod2
ENSMUSG00000059854	0	5	8	4	8	6	Hydin
ENSMUSG00000030319	1287	703	842	257	546	616	Cand2
ENSMUSG00000034271	339	331	284	130	193	233	Jdp2
ENSMUSG00000083090	2	4	3	1	4	3	Gm11736
ENSMUSG00000074219	5	5	2	3	7	3	Gm10644
ENSMUSG00000031227	283	197	210	99	196	191	Magee1
ENSMUSG00000021414	11	5	6	2	8	3	Fam217a
ENSMUSG00000021415	0	0	1	0	0	0	4933417A18Rik
ENSMUSG00000024176	94	58	67	23	54	38	Sox8
ENSMUSG00000024177	168	143	178	109	170	159	Nme4
ENSMUSG00000024170	592	592	501	472	665	519	Telo2
ENSMUSG00000074211	102	53	83	46	70	63	Sdhaf1
ENSMUSG00000024172	25	10	12	11	18	5	St6gal2
ENSMUSG00000024173	75	94	50	33	29	18	Tpsab1
ENSMUSG00000024286	2359	2033	1582	1555	2305	1753	Ccny
ENSMUSG00000024287	518	705	457	924	1278	452	Thoc1
ENSMUSG00000079084	160	181	129	213	358	106	Ccdc82
ENSMUSG00000055960	122	112	115	106	197	65	Skint4
ENSMUSG00000000766	0	1	0	0	0	1	Oprm1
ENSMUSG00000035285	93	54	79	33	47	58	Nat14
ENSMUSG00000081946	0	0	0	0	1	1	Gm11472
ENSMUSG00000001334	237	155	174	60	84	123	Fndc5
ENSMUSG00000065803	0	0	1	0	0	0	Gm23040
ENSMUSG00000088044	2	1	0	1	0	0	Gm23326
ENSMUSG00000086662	1	1	0	0	1	0	BC046251
ENSMUSG00000065800	0	0	1	0	0	0	Gm23042
ENSMUSG00000044201	166	141	132	203	345	229	Cdc25c
ENSMUSG00000073928	0	0	0	1	0	0	Olfr651
ENSMUSG00000044206	3	4	7	7	9	2	Vsig4
ENSMUSG00000000753	5824	4460	5542	1842	3134	3691	Serpinf1
ENSMUSG00000062590	191	221	210	128	236	188	Armc9
ENSMUSG00000062591	155	91	142	32	59	99	Tubb4a
ENSMUSG00000078970	207	243	184	253	402	207	Wdr92
ENSMUSG00000087393	1	0	0	0	0	0	1700023C21Rik
ENSMUSG00000051224	74	80	72	56	104	58	Tceanc
ENSMUSG00000053749	8	14	18	7	10	9	Gm9920
ENSMUSG00000087396	128	144	101	145	191	82	4933407K13Rik
ENSMUSG00000051225	1141	657	956	796	1408	1478	Fam83a
ENSMUSG00000036634	73	69	62	38	33	53	Mag
ENSMUSG00000000204	40	33	16	56	113	36	Slfn4
ENSMUSG00000036636	1663	1489	1333	1065	1558	1169	Clcn7
ENSMUSG00000002546	4010	3637	3120	3636	5497	3576	Golga2
ENSMUSG00000119052	3	1	0	2	0	1	Gm23513
ENSMUSG00000036632	427	465	328	473	628	444	Alg5
ENSMUSG00000036144	299	336	304	197	303	267	Meox2
ENSMUSG00000002897	882	742	597	550	894	684	Il17ra
ENSMUSG00000074194	35	43	33	60	73	24	Zfp791
ENSMUSG00000074272	172	147	139	1318	1385	806	Ceacam1
ENSMUSG00000091512	1108	947	828	841	1260	996	Lamtor3
ENSMUSG00000047090	400	412	330	241	359	221	Tmem198b
ENSMUSG00000091510	13	6	13	6	10	7	Mtag2
ENSMUSG00000014554	439	391	352	278	543	309	Dguok
ENSMUSG00000064982	0	1	0	1	1	1	Gm25259
ENSMUSG00000088843	1	0	1	0	0	1	Gm26357
ENSMUSG00000091514	8	6	6	5	8	4	Gm17484
ENSMUSG00000056501	1578	865	1006	857	1501	1142	Cebpb
ENSMUSG00000038539	3681	1808	3164	1297	2428	2301	Atf5
ENSMUSG00000042506	3549	2635	2411	2392	3440	2585	Usp22
ENSMUSG00000032959	5664	3568	4871	2840	4222	4266	Pebp1
ENSMUSG00000079889	1	0	0	1	2	0	Gm11951
ENSMUSG00000042501	25	42	38	22	18	13	Cpa6
ENSMUSG00000087321	0	1	0	0	0	0	Gm5353
ENSMUSG00000094651	6	12	10	12	14	12	Gal3st2
ENSMUSG00000036528	1389	1356	1407	1059	1575	952	Ppfibp2
ENSMUSG00000032952	517	640	373	482	729	459	Ap4b1
ENSMUSG00000027865	269	377	308	377	568	353	Gdap2
ENSMUSG00000038567	22	41	42	16	21	26	Cyp24a1
ENSMUSG00000081494	2	0	0	1	1	0	Gm14130
ENSMUSG00000044294	2903	2504	2150	961	1951	1362	Krt84
ENSMUSG00000097209	11	13	5	3	6	4	AU022754
ENSMUSG00000038560	26	14	33	12	27	18	Sp6
ENSMUSG00000086915	23	23	22	20	27	11	Gm16364
ENSMUSG00000086449	0	0	1	0	0	0	9030204H09Rik
ENSMUSG00000086918	115	77	83	51	74	59	4930429F24Rik
ENSMUSG00000097207	41	37	43	77	131	51	6030443J06Rik
ENSMUSG00000097203	4	5	4	4	3	0	4732419C18Rik
ENSMUSG00000051727	51	60	42	58	78	50	Kctd14
ENSMUSG00000019194	4203	2103	2955	769	1613	1919	Scn1b
ENSMUSG00000005824	15	11	10	11	12	9	Tnfsf14
ENSMUSG00000027489	19	26	21	13	24	11	Necab3
ENSMUSG00000027488	1314	691	943	239	466	682	Snta1
ENSMUSG00000010311	10	18	11	4	5	4	Optc
ENSMUSG00000027485	1	3	2	1	2	1	Bpifb1
ENSMUSG00000027484	37	0	0	0	0	0	Bpifa5
ENSMUSG00000027487	163	190	123	195	261	269	Cdk5rap1
ENSMUSG00000050625	1	1	0	1	0	0	Ccdc121
ENSMUSG00000020610	841	784	623	634	1025	662	Amz2
ENSMUSG00000027483	0	0	0	0	1	0	Bpifa1
ENSMUSG00000049409	74	116	86	49	127	64	Prokr1
ENSMUSG00000063754	3	5	6	6	3	2	Gm10136
ENSMUSG00000018865	8	8	7	15	14	10	Sult4a1
ENSMUSG00000014158	1051	772	633	444	724	399	Trpv4
ENSMUSG00000018861	338	228	228	190	296	195	Fdxr
ENSMUSG00000018862	674	419	405	602	744	390	Otop3
ENSMUSG00000058070	696	732	617	365	601	484	Eml1
ENSMUSG00000066878	4	1	4	8	13	5	Gm10184
ENSMUSG00000058076	4965	2828	3720	1620	2644	2866	Sdhc
ENSMUSG00000031105	85	85	52	98	117	77	Slc25a14
ENSMUSG00000055296	2354	2359	1693	1994	3343	1489	Tmem245
ENSMUSG00000066877	1423	985	1094	731	1153	925	Nck2
ENSMUSG00000025921	713	601	581	413	604	515	Rdh10
ENSMUSG00000037344	531	447	417	331	518	427	Slc12a9
ENSMUSG00000044042	841	796	850	1116	1368	596	Fmn1
ENSMUSG00000059901	599	637	519	298	345	303	Adamts14
ENSMUSG00000024826	2494	1728	1878	1229	1974	1754	Dpf2
ENSMUSG00000024827	85	86	88	38	56	43	Gldc
ENSMUSG00000024824	395	291	328	237	403	323	Rad9a
ENSMUSG00000059900	2954	2199	2136	3693	4698	2161	Tmem40
ENSMUSG00000024829	605	503	512	479	671	539	Mrpl21
ENSMUSG00000063535	5	6	5	7	7	6	Zfp773
ENSMUSG00000059475	266	342	239	420	765	230	Zfp426
ENSMUSG00000059474	961	1125	841	1216	1703	612	Mbtd1
ENSMUSG00000030770	2274	2065	1840	1215	2121	1802	Parva
ENSMUSG00000001016	1289	1325	1094	1155	1731	1246	Ilf2
ENSMUSG00000001017	4377	3173	3281	2476	4031	3167	Chtop
ENSMUSG00000030775	2	7	5	2	3	2	Trat1
ENSMUSG00000054215	8	4	2	23	13	10	Sprr2k
ENSMUSG00000031104	5	6	1	6	6	2	Rab33a
ENSMUSG00000090088	9	9	5	3	8	3	Gm15934
ENSMUSG00000001018	1382	1107	1048	725	1010	835	Snapin
ENSMUSG00000059479	511	308	437	194	426	349	B3gnt8
ENSMUSG00000058135	6137	3635	4762	3513	5645	5468	Gstm1
ENSMUSG00000030051	296	276	235	201	342	209	Aplf
ENSMUSG00000027737	690	586	544	1823	1566	576	Slc7a11
ENSMUSG00000048206	0	0	0	0	1	0	Dnajb8
ENSMUSG00000002147	4029	3066	2943	3366	4792	3585	Stat6
ENSMUSG00000043962	5005	4516	3802	4149	6084	3983	Thrap3
ENSMUSG00000009900	163	113	152	84	139	93	Wnt3a
ENSMUSG00000043969	156	88	89	37	63	92	Emx2
ENSMUSG00000051747	97748	75439	102259	43393	29746	40613	Ttn
ENSMUSG00000070778	3	1	1	1	1	2	Rpl7a-ps8
ENSMUSG00000080727	24	28	28	18	36	19	C920021L13Rik
ENSMUSG00000048142	290	245	235	263	419	477	Nat8l
ENSMUSG00000014542	0	0	0	0	1	0	Clec4f
ENSMUSG00000014543	2	2	1	2	3	1	Klra17
ENSMUSG00000027351	2035	1945	1500	1501	2830	1457	Spred1
ENSMUSG00000048148	22	37	21	27	28	16	Nwd1
ENSMUSG00000032243	597	390	495	171	267	318	Itga11
ENSMUSG00000050511	17	23	16	9	13	15	Oprd1
ENSMUSG00000074039	42	39	37	34	48	16	4930520O04Rik
ENSMUSG00000090000	587	501	409	436	637	425	Ier3ip1
ENSMUSG00000058258	2959	2841	2144	4256	6589	2516	Idi1
ENSMUSG00000000942	2	0	2	0	1	0	Hoxa4
ENSMUSG00000005716	6216	3568	4529	1351	2135	2597	Pvalb
ENSMUSG00000005718	410	322	313	202	341	286	Tfap4
ENSMUSG00000034330	1442	1228	1269	1368	1639	1236	Plcg2
ENSMUSG00000041681	0	0	0	1	0	0	Iapp
ENSMUSG00000055748	0	1	0	0	1	1	Gsdmc4
ENSMUSG00000030801	425	448	349	378	562	390	Kat8
ENSMUSG00000030800	2212	1494	1690	1736	2360	1468	Prss8
ENSMUSG00000037275	673	697	567	590	1171	899	Gemin5
ENSMUSG00000030802	2760	1679	2117	1065	1845	1736	Bckdk
ENSMUSG00000030805	1803	1633	1431	1225	1927	1366	Stx4a
ENSMUSG00000040128	1709	889	1223	691	1170	1034	Pnrc1
ENSMUSG00000030551	611	410	476	167	343	417	Nr2f2
ENSMUSG00000030806	203	201	139	79	137	98	Stx1b
ENSMUSG00000040125	4	3	5	12	5	7	Gpr26
ENSMUSG00000026289	1001	1072	781	879	1358	828	Atg16l1
ENSMUSG00000040127	1950	1670	1227	4016	4658	1858	Sdr9c7
ENSMUSG00000040121	15	13	16	11	17	9	Rep15
ENSMUSG00000037279	115	72	105	37	80	69	Ovol2
ENSMUSG00000030747	9962	5867	6666	5565	8267	5762	Dgat2
ENSMUSG00000040433	881	748	848	593	1146	680	Zbtb38
ENSMUSG00000040432	371	204	239	260	418	340	Ltb4r2
ENSMUSG00000029765	103	171	113	59	80	89	Plxna4
ENSMUSG00000019731	2613	1709	1724	1528	2385	2089	Slc35e1
ENSMUSG00000031682	5	2	1	1	0	1	1700011L22Rik
ENSMUSG00000019737	20	39	14	23	29	23	Syne4
ENSMUSG00000040435	1610	996	1164	977	1765	995	Ppp1r15a
ENSMUSG00000019738	401	326	373	233	352	331	Polr2i
ENSMUSG00000107499	76	84	74	49	91	59	Ccdc142
ENSMUSG00000042737	486	263	474	189	310	355	Dpm3
ENSMUSG00000047415	113	94	72	147	167	150	Gpr68
ENSMUSG00000035373	48	47	33	61	85	61	Ccl7
ENSMUSG00000021258	1184	757	814	594	1088	877	Ccnk
ENSMUSG00000046876	1000	922	826	870	1088	874	Atxn1
ENSMUSG00000046873	512	469	369	453	550	331	Mbtps2
ENSMUSG00000036598	30	55	34	47	73	39	Ccdc113
ENSMUSG00000074452	0	4	2	2	6	0	Pate2
ENSMUSG00000021253	1430	1106	1111	692	1190	944	Tgfb3
ENSMUSG00000021250	415	388	305	1158	372	397	Fos
ENSMUSG00000047141	336	308	265	429	770	181	Zfp654
ENSMUSG00000046879	188	195	193	391	1285	805	Irgm1
ENSMUSG00000021257	537	370	413	284	470	363	Angel1
ENSMUSG00000021254	526	560	425	519	752	532	Gpatch2l
ENSMUSG00000021255	86	17	50	5	30	16	Esrrb
ENSMUSG00000090266	808	576	672	453	644	609	Mettl23
ENSMUSG00000020397	125	103	98	93	122	109	Med7
ENSMUSG00000031600	1239	1075	835	1160	1361	726	Vps37a
ENSMUSG00000031601	1262	1013	869	967	1467	802	Cnot7
ENSMUSG00000089498	8	4	3	3	1	5	Gm26359
ENSMUSG00000090260	4	3	2	3	4	1	2810442N19Rik
ENSMUSG00000042360	0	0	1	1	2	2	4930433N12Rik
ENSMUSG00000031608	313	404	278	496	634	410	Galnt7
ENSMUSG00000089493	0	1	2	1	1	1	Gm26361
ENSMUSG00000029089	31	40	20	40	36	14	5730480H06Rik
ENSMUSG00000029088	37	36	36	26	43	14	Kcnip4
ENSMUSG00000023104	571	639	551	423	674	547	Rfc2
ENSMUSG00000026466	2575	1792	1718	1158	2309	2068	Tor1aip1
ENSMUSG00000057522	4515	4645	3539	4141	5385	3587	Spop
ENSMUSG00000064308	2	4	5	4	5	3	2410137M14Rik
ENSMUSG00000026468	1	0	1	1	0	0	Lhx4
ENSMUSG00000026469	1277	1096	899	865	1079	857	Xpr1
ENSMUSG00000059291	11720	10748	9344	10884	16032	11121	Rpl11
ENSMUSG00000118971	0	1	0	0	0	0	Mir3472
ENSMUSG00000043131	4099	3854	2603	3802	5958	3725	Mob1a
ENSMUSG00000116648	0	0	0	0	1	0	Rpl31-ps12
ENSMUSG00000118977	1	0	1	0	0	1	Gm23567
ENSMUSG00000025410	5154	3611	4029	3000	4808	3868	Dctn2
ENSMUSG00000034075	7522	5160	5479	4532	7045	5607	Zdhhc5
ENSMUSG00000025413	613	741	538	653	971	660	Ttc4
ENSMUSG00000061613	1230	1201	1020	1159	1734	1437	U2af1
ENSMUSG00000036353	51	53	44	29	51	38	P2ry12
ENSMUSG00000025417	1975	1318	1430	1092	1743	1393	Pip4k2c
ENSMUSG00000056214	3150	2281	2374	2428	3794	3067	Pard6g
ENSMUSG00000034387	40	19	29	20	26	24	Ssu2
ENSMUSG00000056216	2152	2042	1418	1701	2767	1547	Cebpg
ENSMUSG00000034382	9037	5705	6200	4160	8251	5408	AI661453
ENSMUSG00000056211	1285	1064	1095	809	1401	957	R3hdm1
ENSMUSG00000073158	14	12	12	5	14	4	9030624G23Rik
ENSMUSG00000020648	90	144	90	162	234	108	Dus4l
ENSMUSG00000073154	4	5	7	1	0	3	9330158H04Rik
ENSMUSG00000073155	2439	1768	2265	1147	1741	1655	1810058I24Rik
ENSMUSG00000074519	29	19	26	16	43	18	Gm14327
ENSMUSG00000021012	857	1061	875	1084	1631	921	Zc3h14
ENSMUSG00000027167	302	270	325	279	366	271	Elp4
ENSMUSG00000086844	73	107	42	93	112	48	B230206H07Rik
ENSMUSG00000029269	0	0	0	1	1	1	Sult1b1
ENSMUSG00000022508	2004	1662	1599	1162	1744	1562	Bcl6
ENSMUSG00000031937	301	304	245	316	412	157	Vstm5
ENSMUSG00000022503	318	257	252	254	363	313	Nubp1
ENSMUSG00000022501	2	1	1	1	2	0	Prm1
ENSMUSG00000029260	1	0	0	1	0	1	Ugt2b34
ENSMUSG00000022507	1843	1379	1242	1548	2228	1171	1810013L24Rik
ENSMUSG00000022505	18689	13809	15174	12673	20493	16565	Emp2
ENSMUSG00000034471	1955	1419	1367	1110	1827	1554	Caskin2
ENSMUSG00000093003	3	1	2	2	1	0	Mir3473c
ENSMUSG00000049630	17	17	11	9	16	7	C1ql3
ENSMUSG00000002190	10	18	9	10	18	9	Clgn
ENSMUSG00000093007	1	2	1	1	0	1	Mir15a
ENSMUSG00000012848	16912	13782	13766	13110	19948	16935	Rps5
ENSMUSG00000032087	18	22	16	8	16	15	Dscaml1
ENSMUSG00000006344	271	173	176	94	153	171	Ggt5
ENSMUSG00000041205	10	14	13	9	14	10	Map6d1
ENSMUSG00000032086	1284	1214	1070	799	1091	878	Bace1
ENSMUSG00000005892	2	2	2	1	1	1	Trh
ENSMUSG00000015947	34	47	23	23	52	50	Fcgr1
ENSMUSG00000024155	3	5	4	9	24	6	Meiob
ENSMUSG00000117310; ENSMUSG00000026064	3055	2855	2369	2044	2892	2148	Ptp4a1
ENSMUSG00000015942	297	274	199	173	299	183	Gtf2ird2
ENSMUSG00000043445	618	358	485	184	412	389	Pgp
ENSMUSG00000041750	0	0	1	0	0	1	Cd1d2
ENSMUSG00000045327	22	38	39	34	46	32	6330549D23Rik
ENSMUSG00000025544	3913	3197	2725	2767	3725	2957	Tm9sf2
ENSMUSG00000015656	15121	18978	14560	27700	43275	29744	Hspa8
ENSMUSG00000081501	0	0	0	1	0	0	Gm13286
ENSMUSG00000026918	2323	1804	1629	1184	2019	1665	Brd3
ENSMUSG00000029466	926	956	809	841	1175	940	Anapc7
ENSMUSG00000098006	5	1	1	0	0	3	Gm8565
ENSMUSG00000094584	0	1	0	0	0	0	Ms4a18
ENSMUSG00000026919	0	0	0	0	0	1	Lcn4
ENSMUSG00000043773	29	23	31	27	47	29	1700048O20Rik
ENSMUSG00000070995	1	1	1	1	1	1	Gm6313
ENSMUSG00000065579	5	8	6	8	9	13	Mir425
ENSMUSG00000065578	1	3	3	3	0	0	Mir181b-2
ENSMUSG00000065577	1	0	0	0	0	0	Mir329
ENSMUSG00000065574	22	7	6	7	21	3	Mir203
ENSMUSG00000025582	65	45	51	36	63	23	Nptx1
ENSMUSG00000065571	1	0	2	0	0	0	Mir326
ENSMUSG00000031483	1706	1624	1353	1303	2071	1495	Erlin2
ENSMUSG00000079083	226	243	188	279	392	157	Jrkl
ENSMUSG00000089724	3866	2233	4243	222	2262	2196	Krtap4-8
ENSMUSG00000020153	2898	1799	2385	1038	1794	1828	Ndufs7
ENSMUSG00000089727	0	0	0	2	0	0	Klra8
ENSMUSG00000095981	0	0	0	0	0	1	Ighv10-1
ENSMUSG00000028145	300	297	216	283	420	226	Them4
ENSMUSG00000084228	8	19	8	69	35	5	Gm8080
ENSMUSG00000035383	4	1	3	0	3	2	Pmch
ENSMUSG00000035382	1066	1014	728	883	1387	889	Pcsk7
ENSMUSG00000042178	968	684	729	496	817	680	Armc5
ENSMUSG00000042179	44	58	41	20	29	32	Pnliprp1
ENSMUSG00000089657	5	1	2	0	0	2	Gm16585
ENSMUSG00000085808	1	0	0	0	0	1	Gm14718
ENSMUSG00000025583	1677	1387	1359	3579	5638	3647	Rptor
ENSMUSG00000097852	8	2	2	8	10	1	4933405D12Rik
ENSMUSG00000097855	34	34	23	21	38	15	A930007I19Rik
ENSMUSG00000038793	266	194	189	121	188	163	Lefty1
ENSMUSG00000025129	43	11	39	3	6	9	Ppp1r27
ENSMUSG00000053198	1372	1127	1109	568	722	979	Prx
ENSMUSG00000053199	285	187	307	167	185	218	Arhgap20
ENSMUSG00000028028	149	177	161	363	411	126	Alpk1
ENSMUSG00000028029	881	1013	709	1130	1711	905	Aimp1
ENSMUSG00000012889	10	5	15	10	16	28	Podnl1
ENSMUSG00000028024	229	205	335	220	347	276	Enpep
ENSMUSG00000002393	492	305	424	246	424	356	Nr2f6
ENSMUSG00000053194	0	0	1	1	0	0	Cib4
ENSMUSG00000028023	1890	1079	1156	579	1283	708	Pitx2
ENSMUSG00000028020	53	55	40	34	51	36	Glrb
ENSMUSG00000046699	4	3	2	3	5	2	Slitrk4
ENSMUSG00000034923	5	3	3	3	9	7	Ly6g6f
ENSMUSG00000034926	59961	36034	47588	17361	36693	35661	Dhcr24
ENSMUSG00000088454	0	0	0	1	0	0	Gm26371
ENSMUSG00000046691	2801	1689	2362	1417	2334	2503	Chtf8
ENSMUSG00000034928	3906	2573	2945	2205	3650	2711	Rnf44
ENSMUSG00000042660	526	460	425	439	667	561	Wdr55
ENSMUSG00000031481	3	4	3	2	4	1	Tpte
ENSMUSG00000089872	551	546	471	452	660	566	Rps6kc1
ENSMUSG00000072419	1	3	0	1	0	0	Dppa2
ENSMUSG00000020134	2142	1852	1497	1842	2585	1353	Peli1
ENSMUSG00000068887	2593	1346	1490	2703	3229	1590	Lce1j
ENSMUSG00000066640	898	731	693	599	866	629	Fbxl18
ENSMUSG00000068882	1031	1241	1057	2109	3485	1065	Ssb
ENSMUSG00000066643	289	344	323	511	722	347	Wdr35
ENSMUSG00000068220	4220	3354	3833	1634	2345	2581	Lgals1
ENSMUSG00000026638	4519	4255	3167	4114	6629	4235	Irf6
ENSMUSG00000068888	6418	3396	3200	5478	7517	2940	Lce1i
ENSMUSG00000068889	5328	2628	2828	6516	7934	3381	Lce1e
ENSMUSG00000022529	668	708	500	689	1126	546	Zfp263
ENSMUSG00000068227	59	28	40	50	94	78	Il2rb
ENSMUSG00000095180	1	1	3	0	2	0	Rhox5
ENSMUSG00000058317	997	733	763	498	669	563	Ube2e2
ENSMUSG00000075419	758	451	610	340	473	536	Dolk
ENSMUSG00000035032	3	3	4	3	6	5	Nek11
ENSMUSG00000035031	1	1	1	0	2	0	C8a
ENSMUSG00000075415	2840	2553	2245	2077	3100	2193	Fnbp1
ENSMUSG00000020614	348	282	327	142	243	230	Fam20a
ENSMUSG00000087892	1	0	0	0	0	0	Gm25278
ENSMUSG00000020611	2241	2218	1678	1846	2704	2041	Gna13
ENSMUSG00000070170	0	2	1	0	0	0	Gm24163
ENSMUSG00000020612	7591	5099	5892	3929	6672	5675	Prkar1a
ENSMUSG00000087090	510	581	381	156	177	258	Nctc1
ENSMUSG00000052798	350	569	367	545	765	567	Nup107
ENSMUSG00000087093	0	0	2	0	0	0	Gm15486
ENSMUSG00000087095	60	45	54	26	46	23	Emx2os
ENSMUSG00000008668	18378	13709	15807	14173	19795	16837	Rps18
ENSMUSG00000069378	14	6	7	7	7	19	Prdm6
ENSMUSG00000064224	120	143	104	96	131	62	Gsdma3
ENSMUSG00000061825	1	2	0	0	2	1	Ces2c
ENSMUSG00000063506	53	51	49	121	158	92	Arhgap22
ENSMUSG00000020133	1160	739	1125	588	1028	1008	2310011J03Rik
ENSMUSG00000070214	1	0	3	1	0	1	Gm23058
ENSMUSG00000014301	369	230	331	164	263	247	Pam16
ENSMUSG00000014303	917	707	961	309	639	563	Glis2
ENSMUSG00000037306	1003	660	855	376	543	674	Man1c1
ENSMUSG00000063903	0	0	1	1	6	0	Klk1
ENSMUSG00000018451	197	179	153	83	140	87	6330403K07Rik
ENSMUSG00000015659	155	210	152	192	292	140	Serac1
ENSMUSG00000018459	19	31	20	17	19	27	Slc13a3
ENSMUSG00000070427	85	90	76	91	104	70	Il18bp
ENSMUSG00000032380	647	594	491	670	1273	764	Dapk2
ENSMUSG00000032382	1084	1260	926	971	1419	1173	Snx1
ENSMUSG00000032383	1446	1128	1297	1020	1486	1353	Ppib
ENSMUSG00000032384	914	801	732	1059	1427	717	Csnk1g1
ENSMUSG00000027796	83	76	47	35	72	46	Smad9
ENSMUSG00000052821	85	104	90	83	129	45	Cysltr1
ENSMUSG00000032387	67	52	43	23	43	31	Rbpms2
ENSMUSG00000044921	393	392	289	334	389	282	Rassf9
ENSMUSG00000110949	299	257	249	190	260	178	Nudt8
ENSMUSG00000080268	844	624	691	700	932	793	Brms1
ENSMUSG00000044433	3275	2221	2430	1531	2708	1619	Camsap3
ENSMUSG00000013353	1	0	0	1	0	0	4931406B18Rik
ENSMUSG00000023066	152	194	171	168	292	145	Rttn
ENSMUSG00000044430	737	334	330	889	908	460	Klk12
ENSMUSG00000078768	56	60	39	40	78	33	Zfp566
ENSMUSG00000030546	161	85	200	52	98	93	Plin1
ENSMUSG00000006095	1185	855	1144	687	1067	1026	Tbcb
ENSMUSG00000092518	0	1	2	0	1	1	Fam71e2
ENSMUSG00000032409	328	343	328	528	861	223	Atr
ENSMUSG00000022212	1	1	0	0	1	1	Cpne6
ENSMUSG00000019857	450	382	320	417	580	338	Asf1a
ENSMUSG00000027386	222	156	160	103	177	148	Fbln7
ENSMUSG00000078762	37	57	25	21	52	36	Haus5
ENSMUSG00000092510	6	2	4	5	0	0	Gm18343
ENSMUSG00000019853	2339	1849	2024	1629	2358	1867	Hebp2
ENSMUSG00000078765	401	336	326	248	386	270	U2af1l4
ENSMUSG00000019851	70444	48468	50688	50489	68150	49032	Perp
ENSMUSG00000019850	405	393	343	362	622	456	Tnfaip3
ENSMUSG00000050463	4229	3453	2137	4314	5665	1748	Krt78
ENSMUSG00000027384	243	206	185	145	303	194	Ndufaf5
ENSMUSG00000045348	210	138	170	59	141	82	Nyap1
ENSMUSG00000070372	1136	1483	994	2076	3197	1342	Capza1
ENSMUSG00000048924	46	50	50	58	84	34	Ccdc125
ENSMUSG00000048921	61	45	51	33	60	44	Zfp689
ENSMUSG00000087279	22	19	27	7	17	9	4930544D05Rik
ENSMUSG00000092638	0	0	1	1	0	0	Mir5112
ENSMUSG00000048922	285	245	277	237	466	341	Cdca2
ENSMUSG00000058248	941	502	497	634	938	780	Kcnh1
ENSMUSG00000033383	0	0	0	0	1	0	Rtp1
ENSMUSG00000033382	1083	1121	1062	1565	2491	985	Trappc8
ENSMUSG00000117406	87	53	72	20	56	43	Ntn3
ENSMUSG00000041974	168	246	197	241	327	222	Spidr
ENSMUSG00000064655	2	1	3	0	0	0	Gm25788
ENSMUSG00000058715	451	342	368	182	311	351	Fcer1g
ENSMUSG00000069376	5	1	4	2	1	0	Gm5507
ENSMUSG00000020868	816	651	685	379	569	537	Xylt2
ENSMUSG00000033389	479	380	365	215	385	280	Arhgap44
ENSMUSG00000020003	766	647	622	554	762	613	Pex7
ENSMUSG00000032564	6	13	11	6	8	7	Cpne4
ENSMUSG00000032565	249	133	185	104	161	122	Nudt16
